Code,Product Name,Unit,Current Stock,Sales Scheme,,Purc.Scheme,,Cost Price,Value,M.R.P.,Purchase Price,Sales Price,Company,Manufacturer,Rack No.,
ALAL5T03,ALMETFOR-SR 500 TABLETS (15'S) 15'S,PCS,6420,0,0,0,0,9.6600,"62,017.20",31.99,10.50,10.50,ALKEM(MAX),,IP108647,
ALALD102,ALMOX DT 125MG TABLETS 15 S 15'S,PCS,20,0,0,0,0,19.2500,385.00,68.44,19.25,0.00,ALKEM(HC),,IP100988,
DEAL1M01,ALODEL - 100 ML 100 ML,PCS,0,0,0,0,0,36.0000,0.00,210.00,36.00,47.52,DELLWICH,,,
ELALVS01,ALOE VERA SOAP 75 GM,PCS,10,0,0,0,0,16.7400,167.40,70.31,18.00,18.00,ELDER,,IP100314,
ELALKT01,ALPHA KETONEF TABS 10'S,PCS,330,0,0,10,1,41.7273,"13,770.01",415.00,51.00,51.00,ELDER,,,
ALALIV03,ALPIPTAKEM-T INJECTION (VIAL) VIAL,PCS,2580,0,0,0,0,69.0000,"178,020.00",447.31,75.00,75.00,ALKEM(HC),,IP110624,
SAALLA01,ALPOSTIN (Alprostadil) AMP,PCS,0,0,0,0,0,"2,727.2700",0.00,"6,411.00","2,727.27","3,250.00",SAMARTH,,IP100392,
ZZZZZ11887,ALPRACAD 0.25 TAB 10'S,PCS,2520,0,0,0,0,2.1700,"5,468.40",11.52,2.17,2.60,ZYDUS,,,
ZYAL0T01,ALPRACAD 0.25 TAB 60x10's,PCS,-30,0,0,0,0,130.0000,"-3,900.00",691.31,130.00,160.00,ZYDUS,,IP100359,
JAALL101,ALPRAZOLAM (PIRZEM)0.25MG 10X10,PCS,0,0,0,0,0,35.0000,0.00,0.00,35.00,44.00,JACKSON,,,
ALALNL01,ALSCAB NOVO LOTION (100ML) 100ml,PCS,207,0,0,0,0,26.4500,"5,475.15",90.00,28.75,28.75,ALKEM(HC),,IP108151,
ALALD103,ALSERA D 10'S 10's,PCS,2860,0,0,0,0,10.3500,"29,601.00",82.50,11.25,11.25,ALKEM(HC),,IP104939,
ALALKG01,ALSIUM K2-7 (SOFT GEL CAPSULES 15'S,PCS,1350,0,0,0,0,25.7600,"34,776.00",257.80,28.00,28.00,ALKEM(HC),,,
INAL1M01,ALTRACIROL 100 ml 100 ML,PCS,379,0,0,0,0,17.6500,"6,689.35",106.88,17.65,17.65,INTAS,,IP105257,
MAALSV01,ALZABOL SUSP VET 60 ML,PCS,740,0,0,0,0,11.1815,"8,274.31",59.06,11.77,13.54,MARTIN,,IP100260,
MAALSV02,ALZABOL SUSP VET 90 ML,PCS,392,0,0,0,0,14.2310,"5,578.55",89.06,14.98,17.23,MARTIN,,IP100260,
MAALS102,ALZOLE SYP 10 ML,PCS,275,0,0,0,0,5.4188,"1,490.17",18.79,5.89,6.80,MARTIN,,IP100262,
ELAMPM01,AM PM MOUTH WASH 100 ML,PCS,4337,0,0,25,1,12.9808,"56,297.73",126.56,15.00,15.00,ELDER,,IP103452,
DMAMS101,AMBISOOTH SYRUP 100ML,PCS,0,0,0,0,0,15.7500,0.00,103.13,15.75,18.11,DR MOREPEN,,,
AKAMS101,AMBROLINCTUS SYRUP 100 ML,PCS,125,0,0,0,0,21.5000,"2,687.50",124.78,21.50,21.50,AKUMENTIS,,,
AKAMS102,AMBROLINCTUS-L SYRUP 100ML,PCS,300,0,0,0,0,16.5000,"4,950.00",107.81,16.50,21.50,AKUMENTIS,,IP100656,
ELAM5V01,AMICACIN 500MG VIAL (MONO) 2ml,PCS,88355,0,0,10331,516,11.5714,"1,022,391.05",115.70,13.50,13.50,ELDER,,IP100743,
SAAMI301,AMIDOARONE INJ.150MG 3ML,PCS,0,0,0,0,0,17.0000,0.00,66.55,17.00,30.00,SAMARTH,,IP100770,
XTXA5I01,AMIKATHEON 500 INJ 2 ML,PCS,10,0,0,0,0,15.6000,156.00,121.29,15.60,16.00,THEOGEN,,IP100746,
ZZZZZ11840,AMIKAWEL-500 INJ 2 ML,PCS,1160,0,0,0,0,12.0000,"13,920.00",113.70,12.00,14.50,AKUMENTIS(NET),,,
HIAMA501,AMINOPHYLLINE AMP 50X10 ML,PCS,69.8,0,0,0,0,165.0000,"11,517.00","1,031.25",165.00,210.00,HINDUSTAN,,IP100765,
BPAMI501,AMINOPHYLLINE INJ 50X10ML,PCS,4,0,0,0,0,195.0000,780.00,937.50,195.00,240.00,BHAVANI PHARMACEUTICAL,,AMINOPHBHAVANI,
A00578,AMIOCARD -200 MG 10'S,PCS,670,0,0,0,0,37.0000,"24,790.00",122.95,37.00,44.50,KASDAP,,,
VUAMI301,AMIODARONE INJ (CONROJECT) 3 ML,PCS,5,0,0,0,0,10.0000,50.00,65.63,10.00,13.00,VULCAN,,IP100770,
INAMI201,AMITAS-100 INJ 2 ML 2ml,PCS,0,0,0,0,0,6.9800,0.00,47.00,6.98,7.75,INTAS,,IP100730,
INAMI202,AMITAS-250 INJ 2ML 2ml,PCS,-80,0,0,0,0,14.0000,"-1,120.00",41.00,14.00,14.00,INTAS,,IP100737,
INAMI203,AMITAS-500 INJ 2ML 2ml,PCS,-3480,0,0,0,0,16.9100,"-58,846.80",115.73,16.91,17.81,INTAS(NET),,IP100743,
DEAM1T01,AMIZICA-10 * 10 TAB,PCS,0,0,0,0,0,3.5100,0.00,25.08,3.51,4.63,DELLWICH,,IP100780,
DEAM1T02,AMIZICA-25 * 10 TAB,PCS,0,0,0,0,0,3.8000,0.00,26.11,3.80,5.02,DELLWICH,,IP100790,
DEAM1T03,AMIZICA-50 * 10 TAB,PCS,0,0,0,0,0,8.5000,0.00,62.81,8.50,11.22,DELLWICH,,IP100795,
DEAMT101,AMIZICA-M-1500 TAB 10 TAB,PCS,0,0,0,0,0,21.0000,0.00,154.69,21.00,27.72,DELLWICH,,IP100781,
DEAM1T04,AMIZICA-PLUS* 10 TAB,PCS,40,0,0,0,0,6.0000,240.00,49.69,6.00,7.92,DELLWICH,,IP100791,
DEAMT102,AMIZICA-PLUS-H TAB.* 10 TAB,PCS,90,0,0,0,0,4.2500,382.50,44.06,4.25,5.62,DELLWICH,,IP100788,
KEAMT301,AMLINA-5 TABLET 30's,PCS,40,0,0,0,0,8.7600,350.40,78.75,8.76,8.76,KEMSYN,,IP100832,
KEAMT101,AMLINA-AT TABLET 15's,PCS,200,0,0,0,0,7.1500,"1,430.00",225.00,7.15,7.15,KEMSYN,,IP100836,
A00019,AMLO 5 TABS (STRIPS) 10's,PCS,12439,0,0,9,1,1.7820,"22,166.30",26.25,2.20,2.20,ELDER,,,
ELAM5T01,AMLO 5 TABS (STRIPS) 50's,PCS,10310,0,0,9,1,1.7820,"18,372.42",26.25,12.00,12.00,ELDER,,IP100832,
ELAMAT01,AMLO AT TABS (5/50MG) 14'S,PCS,6600,0,0,9,1,4.2525,"28,066.50",79.69,5.25,5.25,ELDER,,IP100836,
ALAMA101,AMLOGEN AT (14'S) 14's,PCS,2360,0,0,0,0,7.3600,"17,369.60",86.25,8.00,8.00,ALKEM(MAX),,IP100836,
ALAMM101,AMLOGEN-5 (10'S) 10's,PCS,16781,0,0,189,1161,2.0691,"34,721.57",26.67,18.05,2.25,ALKEM(MAX),,IP100832,
MYAM5101,AMLOSENT -AT 5MG 10'S 10'S,PCS,0,0,0,0,0,4.2500,0.00,57.19,4.25,4.90,MYLAN,,,
VIAMM401,AMMONIARED MERCURY 400GM 400GM,PCS,0,0,0,0,0,"17,460.0000",0.00,"40,000.00","18,000.00","20,000.00",VIKASH,,,
ROAMT101,AMOPRESS-2.5 TAB (BL) 10'S,PCS,0,0,0,0,0,1.2834,0.00,18.75,1.38,0.00,ROUSSEL,,,
ALAM1G01,AMOROLKEM (10G) 10 g,PCS,840,0,0,544,1760,16.0962,"13,520.81",169.65,114.00,17.50,ALKEM(HC),,IP100916,
ELAM1I01,AMOXCLAV 1.2 INJ VIAL,PCS,-190,0,0,0,0,27.0000,"-5,130.00",151.32,30.00,31.00,ELDER,,IP100982,
ELAMDD01,AMOXCLAV DDS D/SUSPN+WFI (400+ 30 ML,PCS,-124,0,0,0,0,5.0000,-620.00,173.44,5.00,38.00,ELDER,,IP101103,
ELAMDD02,AMOXCLAV DUO (PLAIN) D/SUSP 30 ML,PCS,15,0,0,0,0,23.0000,345.00,63.31,23.00,26.00,ELDER,,IP100940,
ELAMD601,AMOXCLAV DUO 625 TABS 10's,PCS,3264,0,0,0,0,41.4000,"135,129.60",195.51,46.00,46.00,ELDER,,IP100967,
JAAMI101,AMOXICILLIN INJ 1GM,PCS,0,0,0,0,0,16.0000,0.00,0.00,16.00,19.25,JACKSON,,,
ABAM1I01,AMOXYCLAV 1.2GM INJ VIAL+WFI,PCS,42994,0,0,0,0,46.0750,"1,980,948.55",150.23,48.50,48.65,ABBOTT,AKUMS,IP100922,
ABAM1T01,AMOXYCLAV 1GM TABLET 10 TAB,PCS,-220,0,0,0,0,101.2500,"-22,275.00",822.09,112.50,115.00,ABBOTT,MEDICEF,IP101154,
ABAM3M01,AMOXYCLAV 375 MG TABLETS 10 TAB,PCS,5530,0,0,0,0,66.3950,"367,164.35",290.54,67.75,67.75,ABBOTT,MEDICEF,IP100951,
ABAM6T01,AMOXYCLAV 625 TAB 10'S 10's,PCS,44699,0,0,0,0,69.4200,"3,103,004.58",195.47,69.42,72.20,ABBOTT,,IP100967,
ABAMDS01,AMOXYCLAV DRY SYRUP 30 ML HDPE 30 ML,PCS,-229,0,0,0,0,25.0750,"-5,742.18",64.68,29.50,29.50,ABBOTT,MEDICEF,IP100940,
ELAMDD03,AMOXYCLAV DUO DRY SYP 30 ML,PCS,0,0,0,0,0,20.4600,0.00,56.70,22.00,26.00,ELDER,,IP101103,
ABAMDD01,AMOXYCLAV DUO DRY SYP 30ML 30ML,PCS,-930,0,0,0,0,45.0000,"-41,850.00",189.82,50.00,50.00,ABBOTT,MEDICEF,IP100961,
ELAMDW01,AMOXYCLAV DUO WFI 30 ML,PCS,0,0,0,0,0,23.4000,0.00,63.31,26.00,26.00,ELDER,,IP101103,
ABAMSD01,AMOXYCLAV SAFE DRY SYRUP 30 ML 30 ML,PCS,148,0,0,0,0,32.8500,"4,861.80",64.68,36.50,36.50,ABBOTT,MEDICEF,IP100940,
PRAM5M01,AMPITECH 500 MG (AMPICILLIN) Vial,PCS,49,0,0,0,0,5.6400,276.36,14.96,6.00,6.75,PROTECH,,IP101210,
SAAMG101,AMPOX -1 GM(AMPI+CLOXACILLIN) 10ML,PCS,0,0,0,0,0,12.5000,0.00,46.88,12.50,15.50,SARALIFE,,AMPI+CLOXASARA,
SAAM5I01,AMPOX 500MG INJ 500MG,PCS,-700,0,0,0,0,0.0000,0.00,14.06,6.70,8.00,SARALIFE,,AMPSA,
SAAM5V01,AMPOX-500MG (AMPI + CLOX) INJ VAIL,PCS,700,0,0,0,0,6.6000,"4,620.00",14.06,6.60,8.10,SARALIFE,,AMPOSARALIFE,
DEAM1T05,AMPRIDE 100 TAB 10 TAB,PCS,-60,0,0,0,0,0.0000,0.00,157.50,27.00,40.00,DELLWICH,,IP100772,
DEAM1T06,AMPRIDE-100 10 TAB,PCS,90,0,0,0,0,25.6500,"2,308.50",172.50,25.65,35.64,DELLWICH,,IP100772,
DEAM1T07,AMPRIDE-200 10 TAB,PCS,20,0,0,0,0,52.9000,"1,058.00",231.56,52.90,69.83,DELLWICH,,IP100773,
DEAMM101,AMPRIDE-25 10'TAB,PCS,0,0,0,0,0,13.5000,0.00,51.56,13.50,17.85,DELLWICH,,IP100775,
DEAM1T08,AMPRIDE-300 10 TAB,PCS,0,0,0,0,0,63.8000,0.00,307.50,63.80,85.00,DELLWICH,,IP100776,
DEAMT103,AMPRIDE-400 TAB 10 TAB,PCS,0,0,0,0,0,84.0000,0.00,374.06,84.00,110.95,DELLWICH,,IP100777,
DEAM1T09,AMPRIDE-50 10 TAB,PCS,-40,0,0,0,0,16.8000,-672.00,94.69,16.80,22.18,DELLWICH,,IP100779,
ARAMT201,AMSUS-0.4 TAB(TAMSULOSIN) 20X10,PCS,502,0,0,0,0,80.0000,"40,160.00","1,200.00",80.00,105.50,ARVINCARE,,IP112126,
ELAMLC01,AMYCLOX LB CAP 10's,PCS,-1215,0,0,0,0,21.5000,"-26,122.50",126.78,21.50,25.50,ELDER,,IP101064,
ZZZZZ11793,ANOLIV-150 TAB 10X10 TAB,PCS,0,0,0,0,0,260.0000,0.00,"1,800.00",260.00,312.00,ARVINCARE,,ANOLARVINCARE,
INAN1T01,ANTEGY 10 TAB (71) 10's,PCS,840,0,0,0,0,16.7865,"14,100.66",111.56,17.67,16.00,INTAS,,IP101950,
INANM101,ANTEGY M 10 TAB (71) 10's,PCS,340,0,0,0,0,25.6215,"8,711.31",195.94,26.97,28.00,INTAS,,IP101951,
BSAND301,ANTI D 300MCG PFS PFS,PCS,5,0,0,0,0,"2,840.0000","14,200.00","4,062.98","2,840.00",0.00,BSV,,,
PSANPW01,ANTISCROP PREMIUM (WITH WATER) 1ML VAIL,PCS,40,0,0,0,0,390.0000,"15,600.00",0.00,390.00,475.00,PREMIUM SERUMS & VACCINES,,,
INAN1T02,ANZYME 15 TAB 15's,PCS,9030,0,0,0,0,10.3500,"93,460.50",40.31,10.35,10.35,INTAS,,IP105183,
INANP201,ANZYME PLUS 200ML 200 ML,PCS,161,0,0,0,0,29.9500,"4,821.95",142.03,29.95,29.95,INTAS,,,
INANP202,ANZYME PLUS 200ML 200ml,PCS,-98,0,0,0,0,25.5200,"-2,500.96",142.03,25.52,29.95,INTAS,,IP113148,
CASTPS23,APIXABAN 2.5 TABS 10's,PCS,190,0,0,19,1,16.2450,"3,086.55",398.44,19.00,19.00,ELDER,,,
CASTPS24,APIXABAN 5 TABS 10's,PCS,190,0,0,19,1,25.6500,"4,873.50",509.06,30.00,30.00,ELDER,,,
INAPUD01,APP UP DROPS 15ML 15ml,PCS,311,0,0,0,0,7.5000,"2,332.50",30.00,7.50,10.50,INTAS,,,
INAPUP01,APP UP PLUS SYP 100 ML 100 ML,PCS,-66,0,0,0,0,20.3000,"-1,339.80",80.16,20.30,20.30,INTAS,,IP104450,
INAPUP02,APP UP PLUS SYP 200ML 200 ML,PCS,143,0,0,0,0,27.9800,"4,001.14",154.69,27.98,29.45,INTAS,,IP104450,
INAP1T01,APP-UP 10 TAB 10's,PCS,6100,0,0,0,0,3.4000,"20,740.00",17.34,3.40,3.50,INTAS,,IP104452,
INAP1101,APP-UP 100ML 100 ML,PCS,-1,0,0,0,0,17.5900,-17.59,52.97,17.59,20.65,INTAS,,IP104415,
INAP2201,APP-UP 200ML 200 ML,PCS,-20,0,0,0,0,27.3900,-547.80,115.31,27.39,29.45,INTAS,,IP104415,
INAPP101,APPLACTIN (15T) 15's,PCS,480,0,0,0,0,4.1900,"2,011.20",26.25,4.19,4.85,INTAS,,IP104452,
INAP1T02,APPLACTIN 10 TAB 10's,PCS,300,0,0,0,0,2.6000,780.00,0.00,2.60,2.80,INTAS,,IP104452,
AKAQ1I01,AQVAFAST 1ML INJ 1 ml,PCS,0,0,0,0,0,1.9500,0.00,30.63,1.95,2.40,AKUMENTIS,,IP104957,
AKAQG301,AQVAFAST GEL 30GM 30GM,PCS,60,0,0,0,0,12.0000,720.00,119.06,12.00,14.50,AKUMENTIS,,IP104810,
AKAQMT01,AQVAFAST MR TAB 10's,PCS,100,0,0,0,0,8.8000,880.00,96.42,8.80,9.70,AKUMENTIS,,IP103747,
AKAQS501,AQVAFAST SPRAY 55GM,PCS,726,0,0,0,0,45.0000,"32,670.00",29.68,45.00,54.00,AKUMENTIS,,IP104810,
AKAQT101,AQVAFAST-DPS TABLET (BL) 10'S,PCS,872,0,0,0,0,9.4100,"8,205.52",107.77,9.41,11.40,AKUMENTIS,,IP104939,
ARARA101,AR-MIN (AMINO ACID) 100ML,PCS,0,0,0,0,0,55.0000,0.00,498.00,55.00,70.00,ARVINCARE,,IP100761,
ARARA201,AR-MIN(AMINO ACIDS) 200 ML,BOT,0,0,0,0,0,112.0000,0.00,790.00,112.00,150.00,ARVINCARE,AISHWARYA HEALT,IP100761,
ARAR1I01,AR-THIM 100MG INJ 2 ML,PCS,0,0,0,0,0,5.5000,0.00,52.41,5.50,7.00,ARVINCARE,,IP112415,
ELARG601,ARGIPREL GRANULES 6.5GM,PCS,880,0,0,0,0,11.9250,"10,494.00",55.82,13.25,13.25,ELDER,,,
ELAR1T01,ARIPRAZOL 10MG TAB 10 TAB,PCS,0,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,ELIKEM,,ARLEL,
CASTPS05,ARITOM-800 TAB 10X10,PCS,0,0,0,0,0,160.0000,0.00,"1,031.25",160.00,195.00,ARVINCARE,,,
ELART101,ARIZOLE-10 TAB 10'S,PCS,0,0,0,0,0,4.2000,0.00,60.00,4.20,5.25,ELIKEM,,,
ELAR1T02,ARIZOLE-15 TAB 10'S,PCS,0,0,0,0,0,5.0000,0.00,84.38,5.00,6.25,ELIKEM,,,
OSARH101,ARTES HOPE 120MG INJ 120MG,PCS,-170,0,0,0,0,17.0000,"-2,890.00",0.00,17.00,19.00,OSCAR,,,
ARAR1M01,ARTESUNATE 120 MG INJ (AVBET) VIAL+,VAIL,1350,0,0,0,0,17.0000,"22,950.00",360.00,17.00,22.00,ARVINCARE,,IP101326,
ARAR6I01,ARTESUNATE 60MG INJ(AVBET) VAIL,PCS,65,0,0,0,0,12.0000,780.00,271.00,12.00,15.00,ARVINCARE,,IP101340,
GLARCF01,ARTIFLEX COLD & FLU Tablets 10'S,PCS,0,0,0,19,1,14.2500,0.00,75.00,15.00,15.00,GLENMARK,,IP100064,
GLARTT01,ARTIFLEX TH-8 Tablets 10'S,PCS,0,0,0,0,0,62.0000,0.00,421.88,62.00,62.00,GLENMARK,,IP100115,
GLARTA01,ARTIFLEX-MR Tablets [Alu Alu] 10'S,PCS,478,0,0,19,1,14.2500,"6,811.50",117.19,15.00,15.00,GLENMARK,,IP100067,
GLART101,ARTIFLEX-SP TABLETS [ALU/ALU] 10'S,PCS,21,0,0,595,105,12.7500,267.75,121.88,15.00,15.00,GLENMARK,,IP100061,
PRAR1V01,ARTIPRO 120 (ARTESUNATE) Vial+WFI,PCS,37696,0,0,0,0,16.9200,"637,816.32",477.16,18.00,20.00,PROTECH,,IP101326,
PRAR1101,ARTIPRO 120 (ARTESUNATE) Vial+WFI,PCS,0,0,0,0,0,16.9200,0.00,477.16,18.00,20.00,PROTECH,,IP101326,
PRAR6V01,ARTIPRO 60 (ARTESUNATE) Vial+WFI,PCS,-187,0,0,0,0,12.2200,"-2,285.14",278.86,13.00,14.75,PROTECH,,IP101340,
ZYARI501,ARTIVARIN INJ 5ml,PCS,1931,0,0,0,0,19.0000,"36,689.00",240.84,19.00,21.85,ZYDUS,,IP101340,
A00003,ARTSUNET TAB 50MG 10X10,PCS,0,0,0,0,0,205.0000,0.00,0.00,205.00,250.00,JACKSON,,ARTJA,
THAR6I01,ARTUNIT 60 INJ @ 5% 1 VAILS,PCS,616,0,0,0,0,18.2000,"11,211.20",208.25,18.20,21.00,THEOGEN,,IP101340,
THARI101,ARTUNIT-120 INJ 1VAIL,PCS,382,0,0,0,0,26.0000,"9,932.00",437.99,26.00,29.50,THEOGEN,,IP101326,
ARART201,ARVI-TREXATE TAB 2.5MG 10 TAB,PCS,0,0,0,0,0,7.0000,0.00,55.00,7.00,10.00,ARVINCARE,,ARVAR,
ARARI101,ARVICETYL INJ 1000MG/5ML 5 ML,PCS,50,0,0,0,0,8.5000,425.00,111.56,8.50,11.00,ARVINCARE,,IP100169,
ARARI201,ARVICETYL INJ.200MG 2ML 2ML,PCS,2480,0,0,0,0,7.0000,"17,360.00",44.16,7.00,10.00,ARVINCARE,,IP100177,
A00528,ARVICLO-500MG(ACYCLOVIR) 500MG,PCS,1200,0,0,0,0,18.0000,"21,600.00",459.38,18.00,22.00,ARVINCARE,,ACYARVINVANCARE,
ZZZZZ11850,ARVIFEX-180 TAB. 10X10,PCS,349,0,0,0,0,135.0000,"47,115.00","1,500.00",135.00,162.00,ARVINCARE,,ARVIFEXARVINCARE,
ARARM101,ARVIGATRAN-10 MG 10X10,PCS,14,0,0,0,0,550.0000,"7,700.00","3,075.00",550.00,660.00,ARVINCARE,,,
ARART101,ARVILOL TAB (ALU) 10's,PCS,0,0,0,0,0,17.0000,0.00,150.00,17.00,20.50,ARVINCARE,,IP107623,
ARARC101,ARVIPRIN-25MG CAP 10'S,PCS,-270,0,0,0,0,32.0000,"-8,640.00",186.56,32.00,40.00,ARVINCARE,,,
ARARC102,ARVIPRIN-50MG CAP 10'S,PCS,-270,0,0,0,0,65.0000,"-17,550.00",421.88,65.00,80.00,ARVINCARE,,IP111489,
0000302336,ARVISALAZ-500 TAB 10X10,PCS,-1150,0,0,0,0,0.0000,0.00,0.00,180.00,220.00,SALUS,,ARVSA,
DEAR1T01,ARZODEL 10 TAB 10 TAB,PCS,500,0,0,0,0,7.2500,"3,625.00",65.63,7.25,9.57,DELLWICH,,IP101269,
DEAR2T01,ARZODEL 2 TAB 10,PCS,-1000,0,0,0,0,0.0000,0.00,32.81,3.20,4.15,DELLWICH,,IP101273,
DEAR2T02,ARZODEL 2.5 TAB 10TAB,PCS,1100,0,0,0,0,3.2000,"3,520.00",36.09,3.20,4.25,DELLWICH,,IP101271,
DEAR2T03,ARZODEL 20 TAB 10 TAB,PCS,0,0,0,0,0,15.0000,0.00,206.25,15.00,19.80,DELLWICH,,IP101272,
DEAR1T02,ARZODEL-10 10 TAB,PCS,-780,0,0,0,0,7.2500,"-5,655.00",60.00,7.25,9.57,DELLWICH,,IP101269,
DEAR1T03,ARZODEL-15 10 TAB,PCS,0,0,0,0,0,11.0000,0.00,101.25,11.00,14.52,DELLWICH,,IP101270,
DEAR1T04,ARZODEL-30 10 TAB,PCS,60,0,0,0,0,35.0000,"2,100.00",253.13,35.00,47.00,DELLWICH,,IP101274,
DEAR1T05,ARZODEL-5 10 TAB,PCS,20,0,0,0,0,4.0000,80.00,47.80,4.00,5.28,DELLWICH,,IP101275,
GLASJ601,ASCOAIR JUNIOR-60ML 60 ML,PCS,0,0,0,19,1,16.6250,0.00,92.81,17.50,17.50,GLENMARK,,IP100557,
GLAS1M01,ASCOAIR-BR-100ml 100 ML,PCS,0,0,0,24,1,17.5200,0.00,120.94,18.25,18.25,GLENMARK,,IP106840,
JAASA501,ASCORBIC ACID 500MG INJ 5 ML,PCS,0,0,0,0,0,5.0000,0.00,0.00,5.00,6.50,JACKSON,,,
MAASAI01,ASCORBIC ACID INJ 25X5 ML,PCS,27,0,0,0,0,90.0000,"2,430.00",339.84,90.00,112.50,MARTIN,,IP112991,
ELASAS01,ASCOTOR AP SYP 100 ML,PCS,2510,0,0,25,1,12.9808,"32,581.81",155.16,15.00,15.00,ELDER,,IP102058,
ZZZZZ11878,ASCOTOR DM TABS 10'S,PCS,1200,0,0,9,1,34.4250,"41,310.00",280.00,42.50,42.50,ELDER,,,
ELASDS01,ASCOTOR DMR SYP 100 ML,PCS,-315,0,0,35,1,11.3750,"-3,583.13",127.50,13.00,13.00,ELDER,,IP102058,
ELASDS02,ASCOTOR DX (S) SYP 60 ML,PCS,4553,0,0,46,4,8.6940,"39,583.78",85.31,10.50,10.50,ELDER,,IP102089,
ELASDS03,ASCOTOR DX SYP 100 ML,PCS,3646,0,0,25,1,12.5481,"45,750.37",155.15,14.50,15.00,ELDER,,IP102089,
ELASES01,ASCOTOR ELX (S) SYP 60 ML,PCS,5165,0,0,25,1,7.7885,"40,227.60",107.81,9.00,9.50,ELDER,,IP110521,
ELASES02,ASCOTOR ELX SYP 100 ML,PCS,3722,0,0,25,1,12.9808,"48,314.54",165.90,15.00,15.50,ELDER,,IP110521,
ELASLJ01,ASCOTOR LS JUNIOR 60 ML,PCS,5675,0,0,25,1,12.5481,"71,210.47",107.81,14.50,15.00,ELDER,,IP100557,
ELASLS01,ASCOTOR LS SYP 100 ML,PCS,4296,0,0,25,1,17.3077,"74,353.88",173.90,20.00,21.00,ELDER,,IP100557,
ELASMS01,ASCOTOR MINT SYP 100 ML,PCS,-51,0,0,20,1,13.7143,-699.43,127.50,16.00,16.00,ELDER,,IP102058,
ELASSG01,ASCOTOR SUPER GOLD SYP 100 ML,PCS,3228,0,0,25,1,19.4712,"62,853.03",173.43,22.50,23.50,ELDER,,IP102058,
ELASS101,ASCOTOR SYP 100 ML,PCS,4251,0,0,25,1,12.1154,"51,502.57",154.68,14.00,14.50,ELDER,,IP102058,
ZZZZZ11792,ASEPTO PUMP PCS,PCS,200,0,0,0,0,71.4483,"14,289.66",304.00,72.17,83.00,ROMSONS,,,
OSASS501,ASIVIR(ACICLOVIR) 500MG,PCS,7535,0,0,0,0,15.0000,"113,025.00",554.06,15.00,20.00,OSCAR,,,
JAAS7M01,ASPIRIN 75 MG TAB 10X10 TABS,PCS,-97,0,0,0,0,35.0000,"-3,395.00",140.63,35.00,42.00,JACKSON,,IP101370,
JAAST101,ASPRIN-150MG TAB 10X10,PCS,-267,0,0,0,0,45.0000,"-12,015.00",281.25,45.00,55.00,JACKSON,,IP101352,
ELAT2T01,ATENLOL 25 TABS 14's,PCS,0,0,0,0,0,4.2840,0.00,27.66,0.00,4.76,ELDER,,IP101398,
ZZZZZ11845,ATKURE 50 MG INJ (ATRACURIUM) 5 ML AMP,PCS,0,0,0,0,0,35.0000,0.00,90.71,35.00,42.00,QUESTUS,,ATKUQUESTUS,
MAATM101,ATN MB 100ML INJ 100 ML,PCS,84,0,0,0,0,19.8265,"1,665.43",95.00,20.87,24.00,MARTIN,,IP113182,
ZZZZZ11747,ATORKAL 40 10'S,PCS,0,0,0,0,0,6.0000,0.00,0.00,6.00,0.00,KALPRAJ,,,
PRATA101,ATPINE / ATROPRO 1 ML INJ AMP,PCS,44330,0,0,0,0,2.3500,"104,175.50",4.49,2.50,2.90,PROTECH,,IP101509,
PRAT2A01,ATRABID 2.5ML (ATRACURIUM) AMP,PCS,1060,0,0,0,0,18.8000,"19,928.00",44.57,20.00,23.00,PROTECH,,IP101499,
SAAT1I01,ATRAPURE 10ML INJ(Atracurium_) 10ML,VAIL,0,0,0,0,0,110.0000,0.00,178.13,110.00,125.00,SAMARTH,,IP101498,
SAAT2201,ATRAPURE 2.5ML(Atracurium) 2.5ML,AMP,0,0,0,0,0,25.0000,0.00,44.54,25.00,30.00,SAMARTH,,IP101501,
KEATC101,ATROLIA CV 10/75 CAPSULE 15's,PCS,326,0,0,0,0,29.6000,"9,649.60",320.63,29.60,29.60,KEMSYN,,IP101439,
KEATC201,ATROLIA CV 20/75 CAPSULE 10's,PCS,360,0,0,0,0,27.0500,"9,738.00",289.69,27.05,27.05,KEMSYN,,IP101469,
KEATG101,ATROLIA GOLD 10/75 15'S,PCS,220,0,0,0,0,29.8100,"6,558.20",122.81,29.81,29.81,KEMSYN,,,
KEATG201,ATROLIA GOLD 20/75 15'S,PCS,200,0,0,0,0,32.4600,"6,492.00",165.94,32.46,32.46,KEMSYN,,,
KEATT101,ATROLIA-10 10's,,0,0,0,0,0,0.0000,0.00,51.87,0.00,0.00,KEMSYN,,IP101432,
KEATRT01,ATROLIA-20,,0,0,0,0,0,0.0000,0.00,197.82,0.00,0.00,KEMSYN,,,
KEATRT02,ATROLIA-40,,0,0,0,0,0,0.0000,0.00,202.65,0.00,0.00,KEMSYN,,,
KEATRT03,ATROLIA-80 10'S,PCS,0,0,0,0,0,20.9200,0.00,433.50,20.92,20.92,KEMSYN,,,
KEAT1701,ATROLIA-ASP 10 75 TAB 15'S,PCS,430,0,0,0,0,20.4700,"8,802.10",60.94,20.47,20.47,KEMSYN,,,
